lambda (nm),n,alpha (deg),f,TE
1500,1.9,38,0.36,0.624883854
1500,1.9,38,0.38,0.644894383
1500,1.9,38,0.4,0.672327819
1500,1.9,38,0.42,0.705355125
1500,1.9,38,0.44,0.742669159
1500,1.9,38,0.46,0.783522654
1500,1.9,38,0.48,0.826749287
1500,1.9,38,0.5,0.870411957
1500,1.9,40,0.3,0.613685937
1500,1.9,40,0.32,0.598760102
1500,1.9,40,0.34,0.596914395
1500,1.9,40,0.36,0.606571535
1500,1.9,40,0.38,0.625776875
1500,1.9,40,0.4,0.652431811
1500,1.9,40,0.42,0.684857843
1500,1.9,40,0.44,0.721854007
1500,1.9,40,0.46,0.762747413
1500,1.9,40,0.48,0.806396729
1500,1.9,40,0.5,0.850832782
1500,1.9,42,0.3,0.58683747
1500,1.9,42,0.32,0.571821343
1500,1.9,42,0.34,0.569545398
1500,1.9,42,0.36,0.578483182
1500,1.9,42,0.38,0.596786007
1500,1.9,42,0.4,0.622488673
1500,1.9,42,0.42,0.654078271
1500,1.9,42,0.44,0.690488573
1500,1.9,42,0.46,0.731168112
1500,1.9,42,0.48,0.775063307
1500,1.9,42,0.5,0.820235748
1500,1.9,44,0.3,0.551679673
1500,1.9,44,0.32,0.536820959
1500,1.9,44,0.34,0.534262716
1500,1.9,44,0.36,0.542530643
1500,1.9,44,0.38,0.559879798
1500,1.9,44,0.4,0.584478567
1500,1.9,44,0.42,0.614987414
1500,1.9,44,0.44,0.650501076
1500,1.9,44,0.46,0.690635933
1500,1.9,44,0.48,0.734491723
1500,1.9,44,0.5,0.780233879
1500,1.9,46,0.3,0.510009148
1500,1.9,46,0.32,0.495618431
1500,1.9,46,0.34,0.492993065
1500,1.9,46,0.36,0.500709022
1500,1.9,46,0.38,0.517114803
1500,1.9,46,0.4,0.540502613
1500,1.9,46,0.42,0.569703202
1500,1.9,46,0.44,0.60399145
1500,1.9,46,0.46,0.64319216
1500,1.9,46,0.48,0.686622
1500,1.9,46,0.5,0.732630568
1500,1.9,48,0.3,0.463638031
1500,1.9,48,0.32,0.450061312
1500,1.9,48,0.34,0.447631916
1500,1.9,48,0.36,0.454973784
1500,1.9,48,0.38,0.470512386
1500,1.9,48,0.4,0.492643599
1500,1.9,48,0.42,0.520352113
1500,1.9,48,0.44,0.553100879
1500,1.9,48,0.46,0.590952578
1500,1.9,48,0.48,0.633496201
1500,1.9,48,0.5,0.679346511
1500,1.9,50,0.3,0.414352567
1500,1.9,50,0.32,0.401928049
1500,1.9,50,0.34,0.399969839
1500,1.9,50,0.36,0.407150846
1500,1.9,50,0.38,0.42195439
1500,1.9,50,0.4,0.442850702
1500,1.9,50,0.42,0.46894788
1500,1.9,50,0.44,0.499890493
1500,1.9,50,0.46,0.535993239
1500,1.9,50,0.48,0.577158378
1500,1.9,50,0.5,0.622338853
1500,2,30,0.3,0.500989139
1500,2,30,0.32,0.49277003
1500,2,30,0.34,0.499199349
1500,2,30,0.36,0.518233248
1500,2,30,0.38,0.546951259
1500,2,30,0.4,0.58242125
1500,2,30,0.42,0.622485878
1500,2,30,0.44,0.666032148
1500,2,30,0.46,0.712732896
1500,2,30,0.48,0.76196473
1500,2,30,0.5,0.811839695
1500,2,32,0.3,0.531466197
1500,2,32,0.32,0.5228081
1500,2,32,0.34,0.528911982
1500,2,32,0.36,0.547692564
1500,2,32,0.38,0.576259128
1500,2,32,0.4,0.611802574
1500,2,32,0.42,0.652284577
1500,2,32,0.44,0.6966251
1500,2,32,0.46,0.744388524
1500,2,32,0.48,0.794698124
1500,2,32,0.5,0.845358206
1500,2,34,0.3,0.549676282
1500,2,34,0.32,0.540555495
1500,2,34,0.34,0.546225718
1500,2,34,0.36,0.564603527
1500,2,34,0.38,0.592858189
1500,2,34,0.4,0.628306268
1500,2,34,0.42,0.669015999
1500,2,34,0.44,0.713936533
1500,2,34,0.46,0.762546926
1500,2,34,0.48,0.813768294
1500,2,34,0.5,0.8651644
1500,2,36,0.3,0.555786047
1500,2,36,0.32,0.546177923
1500,2,36,0.34,0.551299467
1500,2,36,0.36,0.569102368
1500,2,36,0.38,0.596843433
1500,2,36,0.4,0.631976351
1500,2,36,0.42,0.672681483
1500,2,36,0.44,0.71795124
1500,2,36,0.46,0.767214425
1500,2,36,0.48,0.819242472
1500,2,36,0.5,0.871413759
1500,2,38,0.3,0.550497684
1500,2,38,0.32,0.540395412
1500,2,38,0.34,0.544863005
1500,2,38,0.36,0.561912824
1500,2,38,0.38,0.588913773
1500,2,38,0.4,0.62347262
1500,2,38,0.42,0.663898575
1500,2,38,0.44,0.709253444
1500,2,38,0.46,0.758959818
1500,2,38,0.48,0.811695474
1500,2,38,0.5,0.864704521
1500,2,40,0.3,0.534933055
1500,2,40,0.32,0.524370894
1500,2,40,0.34,0.528111844
1500,2,40,0.36,0.544247006
1500,2,40,0.38,0.570276783
1500,2,40,0.4,0.603976736
1500,2,40,0.42,0.643806871
1500,2,40,0.44,0.688932289
1500,2,40,0.46,0.738820792
1500,2,40,0.48,0.79211943
1500,2,40,0.5,0.845993429
1500,2,42,0.3,0.510512902
1500,2,42,0.32,0.499585359
1500,2,42,0.34,0.50258072
1500,2,42,0.36,0.517679259
1500,2,42,0.38,0.542524885
1500,2,42,0.4,0.575073001
1500,2,42,0.42,0.613956081
1500,2,42,0.44,0.658479763
1500,2,42,0.46,0.708213564
1500,2,42,0.48,0.761845462
1500,2,42,0.5,0.816527996
1500,2,44,0.3,0.47883969
1500,2,44,0.32,0.467710715
1500,2,44,0.34,0.470009085
1500,2,44,0.36,0.484007645
1500,2,44,0.38,0.507497006
1500,2,44,0.4,0.538615189
1500,2,44,0.42,0.576183424
1500,2,44,0.44,0.619683302
1500,2,44,0.46,0.668843558
1500,2,44,0.48,0.722472146
1500,2,44,0.5,0.777789166
1500,2,46,0.3,0.441595822
1500,2,46,0.32,0.430494244
1500,2,46,0.34,0.432213993
1500,2,46,0.36,0.445118536
1500,2,46,0.38,0.467139529
1500,2,46,0.4,0.496589795
1500,2,46,0.42,0.532485838
1500,2,46,0.44,0.574513268
1500,2,46,0.46,0.622612745
1500,2,46,0.48,0.675793659
1500,2,46,0.5,0.731436846
1500,2,48,0.3,0.400466279
1500,2,48,0.32,0.389666141
1500,2,48,0.34,0.390983568
1500,2,48,0.36,0.402868133
1500,2,48,0.38,0.42337951
1500,2,48,0.4,0.45098624
1500,2,48,0.42,0.484893769
1500,2,48,0.44,0.525007432
1500,2,48,0.46,0.571521289
1500,2,48,0.48,0.623722143
1500,2,48,0.5,0.679251799
1500,2,50,0.3,0.357088064
1500,2,50,0.32,0.346875694
1500,2,50,0.34,0.347999242
1500,2,50,0.36,0.358990898
1500,2,50,0.38,0.378020939
1500,2,50,0.4,0.403684435
1500,2,50,0.42,0.435355186
1500,2,50,0.44,0.47315819
1500,2,50,0.46,0.517565523
1500,2,50,0.48,0.568202802
1500,2,50,0.5,0.623070314
1500,2.1,30,0.3,0.429273365
1500,2.1,30,0.32,0.427525186
1500,2.1,30,0.34,0.441159472
1500,2.1,30,0.36,0.467411084
1500,2.1,30,0.38,0.502844138
1500,2.1,30,0.4,0.544485808
1500,2.1,30,0.42,0.590685365
1500,2.1,30,0.44,0.641014421
1500,2.1,30,0.46,0.695636383
1500,2.1,30,0.48,0.753482436
1500,2.1,30,0.5,0.811306379
1500,2.1,32,0.3,0.455554701
1500,2.1,32,0.32,0.453582005
1500,2.1,32,0.34,0.467131417
1500,2.1,32,0.36,0.493406953
1500,2.1,32,0.38,0.52905432
1500,2.1,32,0.4,0.57124691
1500,2.1,32,0.42,0.61845032
1500,2.1,32,0.44,0.670214113
1500,2.1,32,0.46,0.726501633
1500,2.1,32,0.48,0.785903398
1500,2.1,32,0.5,0.844810573
1500,2.1,34,0.3,0.47094119
1500,2.1,34,0.32,0.468606637
1500,2.1,34,0.34,0.481844269
1500,2.1,34,0.36,0.507882721
1500,2.1,34,0.38,0.543478315
1500,2.1,34,0.4,0.585946218
1500,2.1,34,0.42,0.63385027
1500,2.1,34,0.44,0.686717741
1500,2.1,34,0.46,0.744342228
1500,2.1,34,0.48,0.805039139
1500,2.1,34,0.5,0.864906738
1500,2.1,36,0.3,0.475588812
1500,2.1,36,0.32,0.47275721
1500,2.1,36,0.34,0.485448964
1500,2.1,36,0.36,0.510961457
1500,2.1,36,0.38,0.546190623
1500,2.1,36,0.4,0.588602712
1500,2.1,36,0.42,0.636863353
1500,2.1,36,0.44,0.690495849
1500,2.1,36,0.46,0.749164896
1500,2.1,36,0.48,0.810971568
1500,2.1,36,0.5,0.871771714
1500,2.1,38,0.3,0.47015112
1500,2.1,38,0.32,0.466705952
1500,2.1,38,0.34,0.478625925
1500,2.1,38,0.36,0.503312135
1500,2.1,38,0.38,0.53782777
1500,2.1,38,0.4,0.579807676
1500,2.1,38,0.42,0.628037389
1500,2.1,38,0.44,0.682068055
1500,2.1,38,0.46,0.741485739
1500,2.1,38,0.48,0.804238253
1500,2.1,38,0.5,0.865981508
1500,2.1,40,0.3,0.455674862
1500,2.1,40,0.32,0.451540096
1500,2.1,40,0.34,0.462492932
1500,2.1,40,0.36,0.486063776
1500,2.1,40,0.38,0.519506194
1500,2.1,40,0.4,0.560643667
1500,2.1,40,0.42,0.608408223
1500,2.1,40,0.44,0.662420539
1500,2.1,40,0.46,0.722248132
1500,2.1,40,0.48,0.785753211
1500,2.1,40,0.5,0.848437474
1500,2.1,42,0.3,0.433488355
1500,2.1,42,0.32,0.428647805
1500,2.1,42,0.34,0.438490839
1500,2.1,42,0.36,0.460692844
1500,2.1,42,0.38,0.492713114
1500,2.1,42,0.4,0.53258098
1500,2.1,42,0.42,0.579403928
1500,2.1,42,0.44,0.632919597
1500,2.1,42,0.46,0.692746046
1500,2.1,42,0.48,0.756738867
1500,2.1,42,0.5,0.820304349
1500,2.1,44,0.3,0.40509051
1500,2.1,44,0.32,0.399599308
1500,2.1,44,0.34,0.408259262
1500,2.1,44,0.36,0.428896777
1500,2.1,44,0.38,0.459182153
1500,2.1,44,0.4,0.497360358
1500,2.1,44,0.42,0.542739455
1500,2.1,44,0.44,0.595221661
1500,2.1,44,0.46,0.654550076
1500,2.1,44,0.48,0.718665258
1500,2.1,44,0.5,0.782956916
1500,2.1,46,0.3,0.372051023
1500,2.1,46,0.32,0.366035703
1500,2.1,46,0.34,0.373515921
1500,2.1,46,0.36,0.392467104
1500,2.1,46,0.38,0.420765049
1500,2.1,46,0.4,0.456869438
1500,2.1,46,0.42,0.500304406
1500,2.1,46,0.44,0.551177845
1500,2.1,46,0.46,0.609431109
1500,2.1,46,0.48,0.673190498
1500,2.1,46,0.5,0.737930618
1500,2.1,48,0.3,0.335930125
1500,2.1,48,0.32,0.329576052
1500,2.1,48,0.34,0.335951764
1500,2.1,48,0.36,0.353174596
1500,2.1,48,0.38,0.37931066
1500,2.1,48,0.4,0.413021252
1500,2.1,48,0.42,0.454048104
1500,2.1,48,0.44,0.50273271
1500,2.1,48,0.46,0.559277765
1500,2.1,48,0.48,0.622097186
1500,2.1,48,0.5,0.686871418
1500,2.1,50,0.3,0.298221177
1500,2.1,50,0.32,0.29174871
1500,2.1,50,0.34,0.29715016
1500,2.1,50,0.36,0.312676289
1500,2.1,50,0.38,0.336561522
1500,2.1,50,0.4,0.36764412
1500,2.1,50,0.42,0.405868937
1500,2.1,50,0.44,0.45182072
1500,2.1,50,0.46,0.506007423
1500,2.1,50,0.48,0.567221996
1500,2.1,50,0.5,0.631481504
1500,2.2,30,0.3,0.361420824
1500,2.2,30,0.32,0.367560929
1500,2.2,30,0.34,0.38920341
1500,2.2,30,0.36,0.422839902
1500,2.2,30,0.38,0.464588764
1500,2.2,30,0.4,0.511996106
1500,2.2,30,0.42,0.564396739
1500,2.2,30,0.44,0.622309332
1500,2.2,30,0.46,0.685710711
1500,2.2,30,0.48,0.752098162
1500,2.2,30,0.5,0.815520981
1500,2.2,32,0.3,0.383693346
1500,2.2,32,0.32,0.38991046
1500,2.2,32,0.34,0.411802802
1500,2.2,32,0.36,0.445862368
1500,2.2,32,0.38,0.488329837
1500,2.2,32,0.4,0.536929248
1500,2.2,32,0.42,0.591071858
1500,2.2,32,0.44,0.651159807
1500,2.2,32,0.46,0.716845438
1500,2.2,32,0.48,0.785176424
1500,2.2,32,0.5,0.849852071
1500,2.2,34,0.3,0.396361734
1500,2.2,34,0.32,0.402382811
1500,2.2,34,0.34,0.424167536
1500,2.2,34,0.36,0.458272475
1500,2.2,34,0.38,0.501086227
1500,2.2,34,0.4,0.550493016
1500,2.2,34,0.42,0.605956109
1500,2.2,34,0.44,0.667763024
1500,2.2,34,0.46,0.735289257
1500,2.2,34,0.48,0.805207793
1500,2.2,34,0.5,0.870919118
1500,2.2,36,0.3,0.39957781
1500,2.2,36,0.32,0.405132443
1500,2.2,36,0.34,0.426439148
1500,2.2,36,0.36,0.460173073
1500,2.2,36,0.38,0.502900981
1500,2.2,36,0.4,0.552669609
1500,2.2,36,0.42,0.608995344
1500,2.2,36,0.44,0.67207191
1500,2.2,36,0.46,0.741052006
1500,2.2,36,0.48,0.812295373
1500,2.2,36,0.5,0.878927767
1500,2.2,38,0.3,0.393949881
1500,2.2,38,0.32,0.398786167
1500,2.2,38,0.34,0.419247592
1500,2.2,38,0.36,0.452172974
1500,2.2,38,0.38,0.494339351
1500,2.2,38,0.4,0.543971779
1500,2.2,38,0.42,0.600659704
1500,2.2,38,0.44,0.664539242
1500,2.2,38,0.46,0.734601917
1500,2.2,38,0.48,0.806951258
1500,2.2,38,0.5,0.874448495
1500,2.2,40,0.3,0.380450845
1500,2.2,40,0.32,0.384357602
1500,2.2,40,0.34,0.403633518
1500,2.2,40,0.36,0.435315782
1500,2.2,40,0.38,0.476421159
1500,2.2,40,0.4,0.525375632
1500,2.2,40,0.42,0.581874705
1500,2.2,40,0.44,0.646046604
1500,2.2,40,0.46,0.716794027
1500,2.2,40,0.48,0.79002752
1500,2.2,40,0.5,0.858353059
1500,2.2,42,0.3,0.360316431
1500,2.2,42,0.32,0.363144447
1500,2.2,42,0.34,0.380946741
1500,2.2,42,0.36,0.410981404
1500,2.2,42,0.38,0.450527052
1500,2.2,42,0.4,0.498233284
1500,2.2,42,0.42,0.553941365
1500,2.2,42,0.44,0.617832058
1500,2.2,42,0.46,0.68880427
1500,2.2,42,0.48,0.762654458
1500,2.2,42,0.5,0.831754088
1500,2.2,44,0.3,0.334941032
1500,2.2,44,0.32,0.336618083
1500,2.2,44,0.34,0.35273207
1500,2.2,44,0.36,0.380771659
1500,2.2,44,0.38,0.418288406
1500,2.2,44,0.4,0.464171931
1500,2.2,44,0.42,0.518448213
1500,2.2,44,0.44,0.581416283
1500,2.2,44,0.46,0.652067507
1500,2.2,44,0.48,0.726184903
1500,2.2,44,0.5,0.795948941
1500,2.2,46,0.3,0.305780873
1500,2.2,46,0.32,0.306317055
1500,2.2,46,0.34,0.320615008
1500,2.2,46,0.36,0.346391775
1500,2.2,46,0.38,0.381470004
1500,2.2,46,0.4,0.424984265
1500,2.2,46,0.42,0.477175551
1500,2.2,46,0.44,0.538524078
1500,2.2,46,0.46,0.608215094
1500,2.2,46,0.48,0.682141219
1500,2.2,46,0.5,0.752366785
1500,2.2,48,0.3,0.274272673
1500,2.2,48,0.32,0.273754666
1500,2.2,48,0.34,0.286198816
1500,2.2,48,0.36,0.309539161
1500,2.2,48,0.38,0.341854993
1500,2.2,48,0.4,0.382516253
1500,2.2,48,0.42,0.431993657
1500,2.2,48,0.44,0.490999063
1500,2.2,48,0.46,0.559007831
1500,2.2,48,0.48,0.632161204
1500,2.2,48,0.5,0.702516903
1500,2.2,50,0.3,0.241771909
1500,2.2,50,0.32,0.240347167
1500,2.2,50,0.34,0.250981563
1500,2.2,50,0.36,0.271809345
1500,2.2,50,0.38,0.301141943
1500,2.2,50,0.4,0.338560388
1500,2.2,50,0.42,0.384759841
1500,2.2,50,0.44,0.440712746
1500,2.2,50,0.46,0.506262512
1500,2.2,50,0.48,0.577940253
1500,2.2,50,0.5,0.647936098
1500,2.3,30,0.3,0.301374322
1500,2.3,30,0.32,0.31632707
1500,2.3,30,0.34,0.346419859
1500,2.3,30,0.36,0.387063937
1500,2.3,30,0.38,0.434737037
1500,2.3,30,0.4,0.488069318
1500,2.3,30,0.42,0.54793398
1500,2.3,30,0.44,0.615256524
1500,2.3,30,0.46,0.688444712
1500,2.3,30,0.48,0.761346613
1500,2.3,30,0.5,0.824367834
1500,2.3,32,0.3,0.320102166
1500,2.3,32,0.32,0.335541608
1500,2.3,32,0.34,0.366330662
1500,2.3,32,0.36,0.40792546
1500,2.3,32,0.38,0.456989315
1500,2.3,32,0.4,0.512321171
1500,2.3,32,0.42,0.574787601
1500,2.3,32,0.44,0.645038216
1500,2.3,32,0.46,0.721001889
1500,2.3,32,0.48,0.796033372
1500,2.3,32,0.5,0.860319683
1500,2.3,34,0.3,0.330382979
1500,2.3,34,0.32,0.345881586
1500,2.3,34,0.34,0.376870006
1500,2.3,34,0.36,0.418924898
1500,2.3,34,0.38,0.468900048
1500,2.3,34,0.4,0.525730581
1500,2.3,34,0.42,0.590241714
1500,2.3,34,0.44,0.662822635
1500,2.3,34,0.46,0.740987756
1500,2.3,34,0.48,0.81766552
1500,2.3,34,0.5,0.882813688
1500,2.3,36,0.3,0.332366423
1500,2.3,36,0.32,0.347495532
1500,2.3,36,0.34,0.378162588
1500,2.3,36,0.36,0.420132527
1500,2.3,36,0.38,0.470467814
1500,2.3,36,0.4,0.528234484
1500,2.3,36,0.42,0.594211198
1500,2.3,36,0.44,0.668560125
1500,2.3,36,0.46,0.748442468
1500,2.3,36,0.48,0.826402592
1500,2.3,36,0.5,0.892138521
1500,2.3,38,0.3,0.326615799
1500,2.3,38,0.32,0.340962782
1500,2.3,38,0.34,0.370781969
1500,2.3,38,0.36,0.412086394
1500,2.3,38,0.38,0.46217455
1500,2.3,38,0.4,0.520258397
1500,2.3,38,0.42,0.587088658
1500,2.3,38,0.44,0.662649872
1500,2.3,38,0.46,0.743813318
1500,2.3,38,0.48,0.822768243
1500,2.3,38,0.5,0.888907669
1500,2.3,40,0.3,0.314029588
1500,2.3,40,0.32,0.327222666
1500,2.3,40,0.34,0.355688576
1500,2.3,40,0.36,0.395737087
1500,2.3,40,0.38,0.44493304
1500,2.3,40,0.4,0.502662517
1500,2.3,40,0.42,0.569686507
1500,2.3,40,0.44,0.645878152
1500,2.3,40,0.46,0.727892377
1500,2.3,40,0.48,0.807592478
1500,2.3,40,0.5,0.874012804
1500,2.3,42,0.3,0.295750432
1500,2.3,42,0.32,0.30748396
1500,2.3,42,0.34,0.334141986
1500,2.3,42,0.36,0.372364725
1500,2.3,42,0.38,0.420009844
1500,2.3,42,0.4,0.47667107
1500,2.3,42,0.42,0.543172024
1500,2.3,42,0.44,0.619357481
1500,2.3,42,0.46,0.701757574
1500,2.3,42,0.48,0.781952665
1500,2.3,42,0.5,0.848563917
1500,2.3,44,0.3,0.273068612
1500,2.3,44,0.32,0.283123542
1500,2.3,44,0.34,0.307597675
1500,2.3,44,0.36,0.343478023
1500,2.3,44,0.38,0.388931426
1500,2.3,44,0.4,0.443789508
1500,2.3,44,0.42,0.508997094
1500,2.3,44,0.44,0.584466798
1500,2.3,44,0.46,0.66671781
1500,2.3,44,0.48,0.747116466
1500,2.3,44,0.5,0.813824176
1500,2.3,46,0.3,0.247329288
1500,2.3,46,0.32,0.255585151
1500,2.3,46,0.34,0.27759964
1500,2.3,46,0.36,0.310705347
1500,2.3,46,0.38,0.353380006
1500,2.3,46,0.4,0.405711812
1500,2.3,46,0.42,0.468821204
1500,2.3,46,0.44,0.542789595
1500,2.3,46,0.46,0.624259813
1500,2.3,46,0.48,0.704486857
1500,2.3,46,0.5,0.771142225
1500,2.3,48,0.3,0.219851686
1500,2.3,48,0.32,0.226288306
1500,2.3,48,0.34,0.245679883
1500,2.3,48,0.36,0.275687975
1500,2.3,48,0.38,0.31508657
1500,2.3,48,0.4,0.364221152
1500,2.3,48,0.42,0.424426894
1500,2.3,48,0.44,0.496046899
1500,2.3,48,0.46,0.57599382
1500,2.3,48,0.48,0.655548149
1500,2.3,48,0.5,0.721881493
1500,2.3,50,0.3,0.191865195
1500,2.3,50,0.32,0.196554622
1500,2.3,50,0.34,0.213273835
1500,2.3,50,0.36,0.239985345
1500,2.3,50,0.38,0.275729856
1500,2.3,50,0.4,0.321089953
1500,2.3,50,0.42,0.377629947
1500,2.3,50,0.44,0.446024274
1500,2.3,50,0.46,0.52359629
1500,2.3,50,0.48,0.60181186
1500,2.3,50,0.5,0.667343529
1500,2.4,30,0.3,0.25228865
1500,2.4,30,0.32,0.276796809
1500,2.4,30,0.34,0.315254473
1500,2.4,30,0.36,0.362594883
1500,2.4,30,0.38,0.416454611
1500,2.4,30,0.4,0.477616369
1500,2.4,30,0.42,0.548216996
1500,2.4,30,0.44,0.627613717
1500,2.4,30,0.46,0.70933511
1500,2.4,30,0.48,0.781582664
1500,2.4,30,0.5,0.832914841
1500,2.4,32,0.3,0.268212243
1500,2.4,32,0.32,0.293713498
1500,2.4,32,0.34,0.333426492
1500,2.4,32,0.36,0.382396111
1500,2.4,32,0.38,0.43848793
1500,2.4,32,0.4,0.502611677
1500,2.4,32,0.42,0.576713423
1500,2.4,32,0.44,0.659665334
1500,2.4,32,0.46,0.74438145
1500,2.4,32,0.48,0.818682898
1500,2.4,32,0.5,0.871259083
1500,2.4,34,0.3,0.276647364
1500,2.4,34,0.32,0.30254297
1500,2.4,34,0.34,0.342877157
1500,2.4,34,0.36,0.392874815
1500,2.4,34,0.38,0.450606282
1500,2.4,34,0.4,0.517047613
1500,2.4,34,0.42,0.593919741
1500,2.4,34,0.44,0.679647466
1500,2.4,34,0.46,0.766599007
1500,2.4,34,0.48,0.842222075
1500,2.4,34,0.5,0.895244182
1500,2.4,36,0.3,0.27773934
1500,2.4,36,0.32,0.303421638
1500,2.4,36,0.34,0.34370228
1500,2.4,36,0.36,0.394054979
1500,2.4,36,0.38,0.452754957
1500,2.4,36,0.4,0.520819982
1500,2.4,36,0.42,0.599745089
1500,2.4,36,0.44,0.687554172
1500,2.4,36,0.46,0.776121383
1500,2.4,36,0.48,0.85251324
1500,2.4,36,0.5,0.905442024
1500,2.4,38,0.3,0.272005873
1500,2.4,38,0.32,0.296878097
1500,2.4,38,0.34,0.336410399
1500,2.4,38,0.36,0.386392817
1500,2.4,38,0.38,0.445324916
1500,2.4,38,0.4,0.514271106
1500,2.4,38,0.42,0.594528165
1500,2.4,38,0.44,0.683775869
1500,2.4,38,0.46,0.773436411
1500,2.4,38,0.48,0.850171176
1500,2.4,38,0.5,0.902625791
1500,2.4,40,0.3,0.260272656
1500,2.4,40,0.32,0.283778033
1500,2.4,40,0.34,0.321877429
1500,2.4,40,0.36,0.370737493
1500,2.4,40,0.38,0.429113724
1500,2.4,40,0.4,0.498145667
1500,2.4,40,0.42,0.578986047
1500,2.4,40,0.44,0.669044265
1500,2.4,40,0.46,0.759334965
1500,2.4,40,0.48,0.836078649
1500,2.4,40,0.5,0.887786368
1500,2.4,42,0.3,0.243593863
1500,2.4,42,0.32,0.265246925
1500,2.4,42,0.34,0.301274218
1500,2.4,42,0.36,0.348265054
1500,2.4,42,0.38,0.405265763
1500,2.4,42,0.4,0.473535408
1500,2.4,42,0.42,0.554160795
1500,2.4,42,0.44,0.644378489
1500,2.4,42,0.46,0.734855536
1500,2.4,42,0.48,0.811330882
1500,2.4,42,0.5,0.862083551
1500,2.4,44,0.3,0.223163992
1500,2.4,44,0.32,0.242578702
1500,2.4,44,0.34,0.27597591
1500,2.4,44,0.36,0.320393489
1500,2.4,44,0.38,0.375197203
1500,2.4,44,0.4,0.441815601
1500,2.4,44,0.42,0.521365167
1500,2.4,44,0.44,0.611034148
1500,2.4,44,0.46,0.701229286
1500,2.4,44,0.48,0.777169929
1500,2.4,44,0.5,0.826760268
1500,2.4,46,0.3,0.200229977
1500,2.4,46,0.32,0.217140494
1500,2.4,46,0.34,0.247462948
1500,2.4,46,0.36,0.288686264
1500,2.4,46,0.38,0.34050915
1500,2.4,46,0.4,0.404572937
1500,2.4,46,0.42,0.48212519
1500,2.4,46,0.44,0.570453804
1500,2.4,46,0.46,0.659826806
1500,2.4,46,0.48,0.734913313
1500,2.4,46,0.5,0.783023176
1500,2.4,48,0.3,0.176011887
1500,2.4,48,0.32,0.190283445
1500,2.4,48,0.34,0.217223921
1500,2.4,48,0.36,0.254752525
1500,2.4,48,0.38,0.30289331
1500,2.4,48,0.4,0.363524885
1500,2.4,48,0.42,0.438117103
1500,2.4,48,0.44,0.524216641
1500,2.4,48,0.46,0.612106549
1500,2.4,48,0.48,0.685877313
1500,2.4,48,0.5,0.731872537
1500,2.4,50,0.3,0.151638052
1500,2.4,50,0.32,0.163267539
1500,2.4,50,0.34,0.186669582
1500,2.4,50,0.36,0.22015302
1500,2.4,50,0.38,0.264036807
1500,2.4,50,0.4,0.32043343
1500,2.4,50,0.42,0.391098359
1500,2.4,50,0.44,0.473986384
1500,2.4,50,0.46,0.559565414
1500,2.4,50,0.48,0.631293126
1500,2.4,50,0.5,0.673833597
1500,2.5,30,0.3,0.216094305
1500,2.5,30,0.32,0.250630433
1500,2.5,30,0.34,0.297274918
1500,2.5,30,0.36,0.35157587
1500,2.5,30,0.38,0.413981635
1500,2.5,30,0.4,0.48775165
1500,2.5,30,0.42,0.573915153
1500,2.5,30,0.44,0.665242902
1500,2.5,30,0.46,0.746623679
1500,2.5,30,0.48,0.80359855
1500,2.5,30,0.5,0.831192616
1500,2.5,32,0.3,0.230134742
1500,2.5,32,0.32,0.266253535
1500,2.5,32,0.34,0.314820916
1500,2.5,32,0.36,0.371597266
1500,2.5,32,0.38,0.437260455
1500,2.5,32,0.4,0.51504493
1500,2.5,32,0.42,0.605518719
1500,2.5,32,0.44,0.700705439
1500,2.5,32,0.46,0.784956151
1500,2.5,32,0.48,0.843814546
1500,2.5,32,0.5,0.873119748
1500,2.5,34,0.3,0.237386749
1500,2.5,34,0.32,0.274314122
1500,2.5,34,0.34,0.324043403
1500,2.5,34,0.36,0.38258613
1500,2.5,34,0.38,0.450772539
1500,2.5,34,0.4,0.531722782
1500,2.5,34,0.42,0.625526834
1500,2.5,34,0.44,0.72351766
1500,2.5,34,0.46,0.809529027
1500,2.5,34,0.48,0.869028122
1500,2.5,34,0.5,0.898245008
1500,2.5,36,0.3,0.237986375
1500,2.5,36,0.32,0.274925871
1500,2.5,36,0.34,0.324995057
1500,2.5,36,0.36,0.384508555
1500,2.5,36,0.38,0.454413072
1500,2.5,36,0.4,0.537671191
1500,2.5,36,0.42,0.633904558
1500,2.5,36,0.44,0.733805983
1500,2.5,36,0.46,0.820709188
1500,2.5,36,0.48,0.880012274
1500,2.5,36,0.5,0.908329183
1500,2.5,38,0.3,0.23240663
1500,2.5,38,0.32,0.2685623
1500,2.5,38,0.34,0.318110439
1500,2.5,38,0.36,0.377731235
1500,2.5,38,0.38,0.448487783
1500,2.5,38,0.4,0.533181387
1500,2.5,38,0.42,0.630998669
1500,2.5,38,0.44,0.732038811
1500,2.5,38,0.46,0.819136829
1500,2.5,38,0.48,0.877642231
1500,2.5,38,0.5,0.904657079
1500,2.5,40,0.3,0.22140731
1500,2.5,40,0.32,0.256017782
1500,2.5,40,0.34,0.304176773
1500,2.5,40,0.36,0.362995359
1500,2.5,40,0.38,0.43368163
1500,2.5,40,0.4,0.518908463
1500,2.5,40,0.42,0.617488668
1500,2.5,40,0.44,0.718980455
1500,2.5,40,0.46,0.805704588
1500,2.5,40,0.48,0.862960472
1500,2.5,40,0.5,0.888436366
1500,2.5,42,0.3,0.205967424
1500,2.5,42,0.32,0.238344596
1500,2.5,42,0.34,0.284278181
