lambda,n,angle,h,TE
1400,1.4,62,4000,0.421255801
1400,1.4,64,2000,0.573458642
1400,1.4,64,2200,0.617543701
1400,1.4,64,2400,0.648786645
1400,1.4,64,2600,0.663207119
1400,1.4,64,2800,0.656173416
1400,1.4,64,3000,0.629846561
1400,1.4,64,3200,0.588568759
1400,1.4,64,3400,0.533988464
1400,1.4,64,3600,0.467887463
1400,1.4,64,3800,0.39431025
1400,1.4,64,4000,0.318045377
1400,1.4,66,2000,0.550173156
1400,1.4,66,2200,0.584393345
1400,1.4,66,2400,0.60492156
1400,1.4,66,2600,0.608620451
1400,1.4,66,2800,0.590996213
1400,1.4,66,3000,0.554482647
1400,1.4,66,3200,0.50437714
1400,1.4,66,3400,0.443537713
1400,1.4,66,3600,0.374488082
1400,1.4,66,3800,0.301437178
1400,1.4,66,4000,0.229260508
1400,1.4,68,2000,0.526090139
1400,1.4,68,2200,0.550707686
1400,1.4,68,2400,0.560861906
1400,1.4,68,2600,0.554569238
1400,1.4,68,2800,0.527713169
1400,1.4,68,3000,0.482891728
1400,1.4,68,3200,0.426150682
1400,1.4,68,3400,0.361506421
1400,1.4,68,3600,0.292220236
1400,1.4,68,3800,0.222546833
1400,1.4,68,4000,0.157175254
1400,1.4,70,2000,0.501492983
1400,1.4,70,2200,0.51707739
1400,1.4,70,2400,0.517538346
1400,1.4,70,2600,0.502279583
1400,1.4,70,2800,0.467779902
1400,1.4,70,3000,0.416729911
1400,1.4,70,3200,0.35568633
1400,1.4,70,3400,0.289652228
1400,1.4,70,3600,0.222529769
1400,1.4,70,3800,0.158498351
1400,1.4,70,4000,0.10182075
1400,1.5,50,2000,0.835859661
1400,1.5,50,2200,0.910510167
1400,1.5,50,2400,0.962695978
1400,1.5,50,2600,0.98993617
1400,1.5,50,2800,0.99034144
1400,1.5,50,3000,0.963701467
1400,1.5,50,3200,0.911688462
1400,1.5,50,3400,0.837184804
1400,1.5,50,3600,0.744212724
1400,1.5,50,3800,0.637708621
1400,1.5,50,4000,0.523683478
1400,1.5,52,2000,0.834786023
1400,1.5,52,2200,0.909751444
1400,1.5,52,2400,0.962366538
1400,1.5,52,2600,0.989632452
1400,1.5,52,2800,0.990144709
1400,1.5,52,3000,0.963921898
1400,1.5,52,3200,0.912207124
1400,1.5,52,3400,0.83781445
1400,1.5,52,3600,0.745003507
1400,1.5,52,3800,0.638700852
1400,1.5,52,4000,0.524751681
1400,1.5,54,2000,0.827025668
1400,1.5,54,2200,0.899543446
1400,1.5,54,2400,0.949410203
1400,1.5,54,2600,0.973060572
1400,1.5,54,2800,0.969938376
1400,1.5,54,3000,0.940605774
1400,1.5,54,3200,0.885987697
1400,1.5,54,3400,0.809035994
1400,1.5,54,3600,0.714540144
1400,1.5,54,3800,0.607640267
1400,1.5,54,4000,0.49415934
1400,1.5,56,2000,0.813488274
1400,1.5,56,2200,0.88120974
1400,1.5,56,2400,0.925713923
1400,1.5,56,2600,0.942829285
1400,1.5,56,2800,0.933078054
1400,1.5,56,3000,0.897868305
1400,1.5,56,3200,0.837991602
1400,1.5,56,3400,0.756674381
1400,1.5,56,3600,0.659408194
1400,1.5,56,3800,0.551748192
1400,1.5,56,4000,0.439623703
1400,1.5,58,2000,0.795099449
1400,1.5,58,2200,0.856113507
1400,1.5,58,2400,0.893254673
1400,1.5,58,2600,0.901733228
1400,1.5,58,2800,0.883236066
1400,1.5,58,3000,0.840293588
1400,1.5,58,3200,0.773832
1400,1.5,58,3400,0.687430723
1400,1.5,58,3600,0.587319487
1400,1.5,58,3800,0.47961051
1400,1.5,58,4000,0.370429671
1400,1.5,60,2000,0.772766495
1400,1.5,60,2200,0.825605217
1400,1.5,60,2400,0.853995502
1400,1.5,60,2600,0.852561517
1400,1.5,60,2800,0.824110928
1400,1.5,60,3000,0.772517507
1400,1.5,60,3200,0.699164096
1400,1.5,60,3400,0.608027104
1400,1.5,60,3600,0.505988508
1400,1.5,60,3800,0.399759601
1400,1.5,60,4000,0.295687376
1400,1.5,62,2000,0.747346424
1400,1.5,62,2200,0.790976486
1400,1.5,62,2400,0.809801272
1400,1.5,62,2600,0.797945175
1400,1.5,62,2800,0.759193253
1400,1.5,62,3000,0.698897212
1400,1.5,62,3200,0.6192197
1400,1.5,62,3400,0.524564532
1400,1.5,62,3600,0.422292564
1400,1.5,62,3800,0.319633907
1400,1.5,62,4000,0.223093469
1400,1.5,64,2000,0.719614464
1400,1.5,64,2200,0.753417943
1400,1.5,64,2400,0.76237286
1400,1.5,64,2600,0.740244773
1400,1.5,64,2800,0.691591608
1400,1.5,64,3000,0.623271266
1400,1.5,64,3200,0.538493725
1400,1.5,64,3400,0.44211368
1400,1.5,64,3600,0.341751745
1400,1.5,64,3800,0.244962814
1400,1.5,64,4000,0.158254254
1400,1.5,66,2000,0.690231708
1400,1.5,66,2200,0.713979241
1400,1.5,66,2400,0.71319675
1400,1.5,66,2600,0.681475724
1400,1.5,66,2800,0.62391816
1400,1.5,66,3000,0.548808038
1400,1.5,66,3200,0.460570922
1400,1.5,66,3400,0.364521079
1400,1.5,66,3600,0.268310516
1400,1.5,66,3800,0.179546726
1400,1.5,66,4000,0.104511441
1400,1.5,68,2000,0.659710259
1400,1.5,68,2200,0.673529282
1400,1.5,68,2400,0.66350566
1400,1.5,68,2600,0.623265266
1400,1.5,68,2800,0.558229636
1400,1.5,68,3000,0.477934832
1400,1.5,68,3200,0.388070506
1400,1.5,68,3400,0.294390206
1400,1.5,68,3600,0.20436423
1400,1.5,68,3800,0.125351238
1400,1.5,68,4000,0.063145648
1400,1.5,70,2000,0.628373347
1400,1.5,70,2200,0.632714308
1400,1.5,70,2400,0.614245037
1400,1.5,70,2600,0.566832579
1400,1.5,70,2800,0.496014401
1400,1.5,70,3000,0.41233564
1400,1.5,70,3200,0.322682296
1400,1.5,70,3400,0.233187388
1400,1.5,70,3600,0.150954242
1400,1.5,70,3800,0.082809075
1400,1.5,70,4000,0.03380991
1400,1.6,50,2000,0.945614271
1400,1.6,50,2200,0.984674864
1400,1.6,50,2400,0.988158315
1400,1.6,50,2600,0.955237368
1400,1.6,50,2800,0.887952688
1400,1.6,50,3000,0.791569919
1400,1.6,50,3200,0.673412007
1400,1.6,50,3400,0.542066565
1400,1.6,50,3600,0.407201667
1400,1.6,50,3800,0.278944723
1400,1.6,50,4000,0.166796683
1400,1.6,52,2000,0.944282398
1400,1.6,52,2200,0.983915978
1400,1.6,52,2400,0.987488551
1400,1.6,52,2600,0.954656675
1400,1.6,52,2800,0.887816175
1400,1.6,52,3000,0.791755737
1400,1.6,52,3200,0.673711413
1400,1.6,52,3400,0.542526893
1400,1.6,52,3600,0.407807345
1400,1.6,52,3800,0.279575889
1400,1.6,52,4000,0.167332846
1400,1.6,54,2000,0.935619731
1400,1.6,54,2200,0.973229902
1400,1.6,54,2400,0.973966019
1400,1.6,54,2600,0.938351763
1400,1.6,54,2800,0.869508014
1400,1.6,54,3000,0.771907362
1400,1.6,54,3200,0.65290527
1400,1.6,54,3400,0.521828315
1400,1.6,54,3600,0.388362194
1400,1.6,54,3800,0.262447676
1400,1.6,54,4000,0.153489128
1400,1.6,56,2000,0.920581084
1400,1.6,56,2200,0.954007276
1400,1.6,56,2400,0.949543013
1400,1.6,56,2600,0.908830622
1400,1.6,56,2800,0.836054237
1400,1.6,56,3000,0.735574654
1400,1.6,56,3200,0.614997744
1400,1.6,56,3400,0.484270144
1400,1.6,56,3600,0.353284945
1400,1.6,56,3800,0.231898265
1400,1.6,56,4000,0.129288505
1400,1.6,58,2000,0.900130751
1400,1.6,58,2200,0.927676078
1400,1.6,58,2400,0.916270478
1400,1.6,58,2600,0.868786523
1400,1.6,58,2800,0.790766402
1400,1.6,58,3000,0.686711921
1400,1.6,58,3200,0.564539523
1400,1.6,58,3400,0.434845706
1400,1.6,58,3600,0.307810499
1400,1.6,58,3800,0.193164714
1400,1.6,58,4000,0.099686125
1400,1.6,60,2000,0.875208903
1400,1.6,60,2200,0.895639627
1400,1.6,60,2400,0.876181015
1400,1.6,60,2600,0.820918327
1400,1.6,60,2800,0.736983064
1400,1.6,60,3000,0.629301905
1400,1.6,60,3200,0.506109339
1400,1.6,60,3400,0.378575406
1400,1.6,60,3600,0.257172744
1400,1.6,60,3800,0.151421405
1400,1.6,60,4000,0.069487418
1400,1.6,62,2000,0.846699991
1400,1.6,62,2200,0.859223817
1400,1.6,62,2400,0.831193356
1400,1.6,62,2600,0.767783914
1400,1.6,62,2800,0.677863072
1400,1.6,62,3000,0.56706492
1400,1.6,62,3200,0.443918191
1400,1.6,62,3400,0.320001644
1400,1.6,62,3600,0.205998317
1400,1.6,62,3800,0.111086563
1400,1.6,62,4000,0.042591581
1400,1.6,64,2000,0.815401202
1400,1.6,64,2200,0.819632223
1400,1.6,64,2400,0.783038249
1400,1.6,64,2600,0.71168758
1400,1.6,64,2800,0.616231918
1400,1.6,64,3000,0.503256929
1400,1.6,64,3200,0.381546518
1400,1.6,64,3400,0.262863276
1400,1.6,64,3600,0.157934868
1400,1.6,64,3800,0.075427642
1400,1.6,64,4000,0.021601087
1400,1.6,66,2000,0.781989224
1400,1.6,66,2200,0.77790679
1400,1.6,66,2400,0.7332037
1400,1.6,66,2600,0.654600473
1400,1.6,66,2800,0.55447897
1400,1.6,66,3000,0.440550417
1400,1.6,66,3200,0.32180645
1400,1.6,66,3400,0.209940635
1400,1.6,66,3600,0.115497934
1400,1.6,66,3800,0.046437349
1400,1.6,66,4000,0.007754079
1400,1.6,68,2000,0.746983316
1400,1.6,68,2200,0.734891096
1400,1.6,68,2400,0.682895709
1400,1.6,68,2600,0.598110986
1400,1.6,68,2800,0.494500785
1400,1.6,68,3000,0.380985865
1400,1.6,68,3200,0.266709007
1400,1.6,68,3400,0.163043162
1400,1.6,68,3600,0.080095015
1400,1.6,68,3800,0.024917736
1400,1.6,68,4000,0.001089915
1400,1.6,70,2000,0.710702057
1400,1.6,70,2200,0.691192289
1400,1.6,70,2400,0.633008927
1400,1.6,70,2600,0.543399609
1400,1.6,70,2800,0.437683353
1400,1.6,70,3000,0.325978798
1400,1.6,70,3200,0.217509924
1400,1.6,70,3400,0.123101069
1400,1.6,70,3600,0.052172877
1400,1.6,70,3800,0.010696812
1400,1.6,70,4000,7.45E-04
1400,1.7,50,2000,0.98634879
1400,1.7,50,2200,0.972503576
1400,1.7,50,2400,0.9132199
1400,1.7,50,2600,0.813354144
1400,1.7,50,2800,0.682645814
1400,1.7,50,3000,0.534023469
1400,1.7,50,3200,0.381505276
1400,1.7,50,3400,0.239759336
1400,1.7,50,3600,0.122363951
1400,1.7,50,3800,0.04065206
1400,1.7,50,4000,0.00235502
1400,1.7,52,2000,0.98508435
1400,1.7,52,2200,0.971528935
1400,1.7,52,2400,0.91229513
1400,1.7,52,2600,0.812897919
1400,1.7,52,2800,0.682575729
1400,1.7,52,3000,0.534108621
1400,1.7,52,3200,0.381749306
1400,1.7,52,3400,0.240134335
1400,1.7,52,3600,0.122725548
1400,1.7,52,3800,0.040879484
1400,1.7,52,4000,0.002420062
1400,1.7,54,2000,0.97631685
1400,1.7,54,2200,0.960726999
1400,1.7,54,2400,0.899304065
1400,1.7,54,2600,0.798658111
1400,1.7,54,2800,0.667720838
1400,1.7,54,3000,0.519297426
1400,1.7,54,3200,0.368026846
1400,1.7,54,3400,0.228557195
1400,1.7,54,3600,0.114132163
1400,1.7,54,3800,0.035874375
1400,1.7,54,4000,0.001337832
1400,1.7,56,2000,0.961011838
1400,1.7,56,2200,0.941498946
1400,1.7,56,2400,0.876076556
1400,1.7,56,2600,0.772822342
1400,1.7,56,2800,0.64058423
1400,1.7,56,3000,0.492303674
1400,1.7,56,3200,0.343089324
1400,1.7,56,3400,0.207633869
1400,1.7,56,3600,0.098854281
1400,1.7,56,3800,0.027385138
1400,1.7,56,4000,1.76E-04
1400,1.7,58,2000,0.94014
1400,1.7,58,2200,0.915287325
1400,1.7,58,2400,0.844540822
1400,1.7,58,2600,0.7377429
1400,1.7,58,2800,0.603910301
1400,1.7,58,3000,0.456172057
1400,1.7,58,3200,0.310106268
1400,1.7,58,3400,0.180449214
1400,1.7,58,3600,0.079664105
1400,1.7,58,3800,0.017638415
1400,1.7,58,4000,4.00E-04
1400,1.7,60,2000,0.914640328
1400,1.7,60,2200,0.883506646
1400,1.7,60,2400,0.80661429
1400,1.7,60,2600,0.695780255
1400,1.7,60,2800,0.560458787
1400,1.7,60,3000,0.413969523
1400,1.7,60,3200,0.272275306
1400,1.7,60,3400,0.150104407
1400,1.7,60,3600,0.059317991
1400,1.7,60,3800,0.008797558
1400,1.7,60,4000,0.003352197
1400,1.7,62,2000,0.885386451
1400,1.7,62,2200,0.847484657
1400,1.7,62,2400,0.764112927
1400,1.7,62,2600,0.649176066
1400,1.7,62,2800,0.512827386
1400,1.7,62,3000,0.368546634
1400,1.7,62,3200,0.232523715
1400,1.7,62,3400,0.119370003
1400,1.7,62,3600,0.040178516
1400,1.7,62,3800,0.002580018
1400,1.7,62,4000,0.009903593
1400,1.7,64,2000,0.85315458
1400,1.7,64,2200,0.80841354
1400,1.7,64,2400,0.7186789
1400,1.7,64,2600,0.59995581
1400,1.7,64,2800,0.463324544
1400,1.7,64,3000,0.322373775
1400,1.7,64,3200,0.193309994
1400,1.7,64,3400,0.090466295
1400,1.7,64,3600,0.02399182
1400,1.7,64,3800,5.38E-05
1400,1.7,64,4000,0.020296727
1400,1.7,66,2000,0.818591231
1400,1.7,66,2200,0.767309228
1400,1.7,66,2400,0.671725415
1400,1.7,66,2600,0.549859526
1400,1.7,66,2800,0.413889225
1400,1.7,66,3000,0.277448262
1400,1.7,66,3200,0.156520754
1400,1.7,66,3400,0.064963005
1400,1.7,66,3600,0.011807076
1400,1.7,66,3800,0.001593843
1400,1.7,66,4000,0.034156478
1400,1.7,68,2000,0.782178349
1400,1.7,68,2200,0.724975964
1400,1.7,68,2400,0.624396293
1400,1.7,68,2600,0.500297752
1400,1.7,68,2800,0.366051321
1400,1.7,68,3000,0.235262284
1400,1.7,68,3200,0.123448864
1400,1.7,68,3400,0.04377745
1400,1.7,68,3600,0.004007432
1400,1.7,68,3800,0.006955398
1400,1.7,68,4000,0.050612034
1400,1.7,70,2000,0.744192751
1400,1.7,70,2200,0.68197203
1400,1.7,70,2400,0.577536404
1400,1.7,70,2600,0.452328245
1400,1.7,70,2800,0.320924546
1400,1.7,70,3000,0.196818118
1400,1.7,70,3200,0.094833309
1400,1.7,70,3400,0.027243747
1400,1.7,70,3600,4.15E-04
1400,1.7,70,3800,0.01541548
1400,1.7,70,4000,0.068468825
1400,1.8,50,2000,0.961650159
1400,1.8,50,2200,0.886682028
1400,1.8,50,2400,0.764227982
1400,1.8,50,2600,0.608740078
1400,1.8,50,2800,0.439233945
1400,1.8,50,3000,0.27601363
1400,1.8,50,3200,0.138537168
1400,1.8,50,3400,0.043225176
1400,1.8,50,3600,0.001386662
1400,1.8,50,3800,0.018179954
1400,1.8,50,4000,0.0916598
1400,1.8,52,2000,0.960371369
1400,1.8,52,2200,0.885474145
1400,1.8,52,2400,0.763455156
1400,1.8,52,2600,0.608469184
1400,1.8,52,2800,0.439180087
1400,1.8,52,3000,0.276122619
1400,1.8,52,3200,0.138776991
1400,1.8,52,3400,0.043421919
1400,1.8,52,3600,0.001420252
1400,1.8,52,3800,0.017999606
1400,1.8,52,4000,0.091203139
1400,1.8,54,2000,0.951730916
1400,1.8,54,2200,0.875086612
1400,1.8,54,2400,0.752196193
1400,1.8,54,2600,0.597161318
1400,1.8,54,2800,0.428435904
1400,1.8,54,3000,0.266871072
1400,1.8,54,3200,0.131932773
1400,1.8,54,3400,0.039555312
1400,1.8,54,3600,7.96E-04
1400,1.8,54,3800,0.020478249
1400,1.8,54,4000,0.096132881
1400,1.8,56,2000,0.9366925
1400,1.8,56,2200,0.856834556
1400,1.8,56,2400,0.732033921
1400,1.8,56,2600,0.576597059
1400,1.8,56,2800,0.408868503
1400,1.8,56,3000,0.250045406
1400,1.8,56,3200,0.119540675
1400,1.8,56,3400,0.032754597
1400,1.8,56,3600,1.08E-04
1400,1.8,56,3800,0.025604464
1400,1.8,56,4000,0.105827847
1400,1.8,58,2000,0.916225963
1400,1.8,58,2200,0.832076248
1400,1.8,58,2400,0.70463943
1400,1.8,58,2600,0.548695928
1400,1.8,58,2800,0.382542321
1400,1.8,58,3000,0.227684295
1400,1.8,58,3200,0.103421097
1400,1.8,58,3400,0.024432609
1400,1.8,58,3600,1.98E-04
1400,1.8,58,3800,0.033528268
1400,1.8,58,4000,0.119703017
1400,1.8,60,2000,0.891266129
1400,1.8,60,2200,0.802146698
1400,1.8,60,2400,0.671677679
1400,1.8,60,2600,0.515381533
1400,1.8,60,2800,0.351535292
1400,1.8,60,3000,0.201848987
1400,1.8,60,3200,0.085414194
1400,1.8,60,3400,0.016004703
1400,1.8,60,3600,0.001877085
1400,1.8,60,3800,0.044338038
1400,1.8,60,4000,0.137070595
1400,1.8,62,2000,0.862676004
1400,1.8,62,2200,0.768301024
1400,1.8,62,2400,0.634729328
1400,1.8,62,2600,0.478473996
1400,1.8,62,2800,0.317795126
1400,1.8,62,3000,0.174445871
1400,1.8,62,3200,0.06717939
1400,1.8,62,3400,0.008681085
1400,1.8,62,3600,0.005742513
1400,1.8,62,3800,0.057911367
1400,1.8,62,4000,0.157063081
1400,1.8,64,2000,0.8312132
1400,1.8,64,2200,0.731666941
1400,1.8,64,2400,0.595228394
1400,1.8,64,2600,0.439610062
1400,1.8,64,2800,0.283037752
1400,1.8,64,3000,0.147105253
1400,1.8,64,3200,0.050064529
1400,1.8,64,3400,0.003340181
1400,1.8,64,3600,0.012065593
1400,1.8,64,3800,0.073850679
1400,1.8,64,4000,0.178628708
1400,1.8,66,2000,0.797497928
1400,1.8,66,2200,0.693205077
1400,1.8,66,2400,0.554414589
1400,1.8,66,2600,0.400189072
1400,1.8,66,2800,0.248685763
1400,1.8,66,3000,0.121113772
1400,1.8,66,3200,0.035040635
1400,1.8,66,3400,4.77E-04
1400,1.8,66,3600,0.020766985
1400,1.8,66,3800,0.091491431
1400,1.8,66,4000,0.200583944
1400,1.8,68,2000,0.761980209
1400,1.8,68,2200,0.653674965
1400,1.8,68,2400,0.513298353
1400,1.8,68,2600,0.361341408
1400,1.8,68,2800,0.215841639
1400,1.8,68,3000,0.09739327
1400,1.8,68,3200,0.022691745
1400,1.8,68,3400,2.10E-04
1400,1.8,68,3600,0.031446636
1400,1.8,68,3800,0.109957674
1400,1.8,68,4000,0.221694087
1400,1.8,70,2000,0.724903089
1400,1.8,70,2200,0.613603574
1400,1.8,70,2400,0.472635619
1400,1.8,70,2600,0.323914907
1400,1.8,70,2800,0.185288696
1400,1.8,70,3000,0.076516116
1400,1.8,70,3200,0.013245838
1400,1.8,70,3400,0.002329844
1400,1.8,70,3600,0.043447679
1400,1.8,70,3800,0.128235834
1400,1.8,70,4000,0.240750215
1400,1.9,50,2000,0.883357669
1400,1.9,50,2200,0.749097974
1400,1.9,50,2400,0.576358186
1400,1.9,50,2600,0.39071245
1400,1.9,50,2800,0.219286165
1400,1.9,50,3000,0.086722834
1400,1.9,50,3200,0.012052015
1400,1.9,50,3400,0.006293978
1400,1.9,50,3600,0.070454938
1400,1.9,50,3800,0.195390242
1400,1.9,50,4000,0.363302863
1400,1.9,52,2000,0.881913113
1400,1.9,52,2200,0.747984828
1400,1.9,52,2400,0.575870779
1400,1.9,52,2600,0.390540093
1400,1.9,52,2800,0.219292309
1400,1.9,52,3000,0.086865148
1400,1.9,52,3200,0.012136465
1400,1.9,52,3400,0.006185925
1400,1.9,52,3600,0.070063483
1400,1.9,52,3800,0.19467121
1400,1.9,52,4000,0.362441668
1400,1.9,54,2000,0.873523423
1400,1.9,54,2200,0.738804748
1400,1.9,54,2400,0.566924674
1400,1.9,54,2600,0.382378244
1400,1.9,54,2800,0.212686363
1400,1.9,54,3000,0.082594066
1400,1.9,54,3200,0.010575847
1400,1.9,54,3400,0.007334029
1400,1.9,54,3600,0.073457443
1400,1.9,54,3800,0.199376031
1400,1.9,54,4000,0.367326953
1400,1.9,56,2000,0.859109584
1400,1.9,56,2200,0.722707583
1400,1.9,56,2400,0.550812743
1400,1.9,56,2600,0.367557707
1400,1.9,56,2800,0.200682351
1400,1.9,56,3000,0.074855109
1400,1.9,56,3200,0.007919017
1400,1.9,56,3400,0.009813348
1400,1.9,56,3600,0.080223271
1400,1.9,56,3800,0.208668553
1400,1.9,56,4000,0.376873569
1400,1.9,58,2000,0.83960164
1400,1.9,58,2200,0.700883992
1400,1.9,58,2400,0.528903605
1400,1.9,58,2600,0.347525015
1400,1.9,58,2800,0.184648222
1400,1.9,58,3000,0.064767861
1400,1.9,58,3200,0.004882546
1400,1.9,58,3400,0.013829257
1400,1.9,58,3600,0.090008033
1400,1.9,58,3800,0.221675482
1400,1.9,58,4000,0.389848978
1400,1.9,60,2000,0.81589757
1400,1.9,60,2200,0.674507492
1400,1.9,60,2400,0.502560686
1400,1.9,60,2600,0.323731758
1400,1.9,60,2800,0.165967656
1400,1.9,60,3000,0.053469825
1400,1.9,60,3200,0.002191831
1400,1.9,60,3400,0.01957756
1400,1.9,60,3600,0.102424603
1400,1.9,60,3800,0.237460272
1400,1.9,60,4000,0.404933238
1400,1.9,62,2000,0.788826621
1400,1.9,62,2200,0.644685001
1400,1.9,62,2400,0.473076245
1400,1.9,62,2600,0.297546994
1400,1.9,62,2800,0.145932329
1400,1.9,62,3000,0.041996848
1400,1.9,62,3200,4.62E-04
1400,1.9,62,3400,0.027143454
1400,1.9,62,3600,0.116988717
1400,1.9,62,3800,0.255016106
1400,1.9,62,4000,0.420778536
1400,1.9,64,2000,0.759116207
1400,1.9,64,2200,0.612415264
1400,1.9,64,2400,0.4416202
1400,1.9,64,2600,0.270193495
1400,1.9,64,2800,0.125666406
1400,1.9,64,3000,0.031202751
1400,1.9,64,3200,1.24E-04
1400,1.9,64,3400,0.036443792
1400,1.9,64,3600,0.133092604
1400,1.9,64,3800,0.273282116
1400,1.9,64,4000,0.43607038
1400,1.9,66,2000,0.727361034
1400,1.9,66,2200,0.57855417
1400,1.9,66,2400,0.409202638
1400,1.9,66,2600,0.242706527
1400,1.9,66,2800,0.106081826
1400,1.9,66,3000,0.021716022
1400,1.9,66,3200,0.001388328
1400,1.9,66,3400,0.047208135
1400,1.9,66,3600,0.150009255
1400,1.9,66,3800,0.291175778
1400,1.9,66,4000,0.449583303
1400,1.9,68,2000,0.693992513
1400,1.9,68,2200,0.543785342
1400,1.9,68,2400,0.376647996
1400,1.9,68,2600,0.215912342
1400,1.9,68,2800,0.087860598
1400,1.9,68,3000,0.013928164
1400,1.9,68,3200,0.004242994
1400,1.9,68,3400,0.058988541
1400,1.9,68,3600,0.166915053
1400,1.9,68,3800,0.307628252
1400,1.9,68,4000,0.460219547
1400,1.9,70,2000,0.65924573
1400,1.9,70,2200,0.50859368
1400,1.9,70,2400,0.344578242
1400,1.9,70,2600,0.190422548
1400,1.9,70,2800,0.071458871
1400,1.9,70,3000,0.008006444
1400,1.9,70,3200,0.008475951
1400,1.9,70,3400,0.071185683
1400,1.9,70,3600,0.182916357
1400,1.9,70,3800,0.321607827
1400,1.9,70,4000,0.467019018
1400,2,50,2000,0.767626186
1400,2,50,2200,0.585198516
1400,2,50,2400,0.384898627
1400,2,50,2600,0.201837365
1400,2,50,2800,0.067004243
1400,2,50,3000,0.003287441
1400,2,50,3200,0.021908107
1400,2,50,3400,0.120102958
1400,2,50,3600,0.281246342
1400,2,50,3800,0.478703922
1400,2,50,4000,0.679067602
1400,2,52,2000,0.766154541
1400,2,52,2200,0.584427716
1400,2,52,2400,0.384605339
1400,2,52,2600,0.201753038
1400,2,52,2800,0.067071689
1400,2,52,3000,0.003296081
1400,2,52,3200,0.021692126
1400,2,52,3400,0.119531927
1400,2,52,3600,0.280278897
1400,2,52,3800,0.477575118
1400,2,52,4000,0.677629398
1400,2,54,2000,0.758425866
1400,2,54,2200,0.576983941
1400,2,54,2400,0.378027831
1400,2,54,2600,0.196611697
1400,2,54,2800,0.06405091
1400,2,54,3000,0.002658645
1400,2,54,3200,0.02328558
1400,2,54,3400,0.12271449
1400,2,54,3600,0.284000714
1400,2,54,3800,0.480697256
1400,2,54,4000,0.678399414
1400,2,56,2000,0.745268259
1400,2,56,2200,0.563823491
1400,2,56,2400,0.366155256
1400,2,56,2600,0.187295911
1400,2,56,2800,0.058578574
1400,2,56,3000,0.001656212
1400,2,56,3200,0.026563937
1400,2,56,3400,0.129139239
1400,2,56,3600,0.291611405
1400,2,56,3800,0.487184266
1400,2,56,4000,0.680639675
1400,2,58,2000,0.727520557
1400,2,58,2200,0.545938925
1400,2,58,2400,0.350041816
1400,2,58,2600,0.174782746
1400,2,58,2800,0.051402247
1400,2,58,3000,6.76E-04
1400,2,58,3200,0.031479933
1400,2,58,3400,0.138318007
1400,2,58,3600,0.302260539
1400,2,58,3800,0.496021685
1400,2,58,4000,0.683418781
1400,2,60,2000,0.705995174
1400,2,60,2200,0.524309437
1400,2,60,2400,0.330739152
1400,2,60,2600,0.160058324
1400,2,60,2800,0.043284121
1400,2,60,3000,1.17E-04
1400,2,60,3200,0.037984391
1400,2,60,3400,0.149742114
1400,2,60,3600,0.315054268
1400,2,60,3800,0.506132347
1400,2,60,4000,0.685738986
1400,2,62,2000,0.681445026
1400,2,62,2200,0.499859068
1400,2,62,2400,0.309241932
1400,2,62,2600,0.144050594
1400,2,62,2800,0.034926577
1400,2,62,3000,3.16E-04
1400,2,62,3200,0.045967981
1400,2,62,3400,0.162852817
1400,2,62,3600,0.329065763
1400,2,62,3800,0.516431444
1400,2,62,4000,0.686636092
1400,2,64,2000,0.654533757
1400,2,64,2200,0.473422354
1400,2,64,2400,0.286446763
1400,2,64,2600,0.127581011
1400,2,64,2800,0.026920749
1400,2,64,3000,0.001498389
1400,2,64,3200,0.055225772
1400,2,64,3400,0.177027798
1400,2,64,3600,0.343350793
1400,2,64,3800,0.525870899
1400,2,64,4000,0.685249298
1400,2,66,2000,0.625808226
1400,2,66,2200,0.445716523
1400,2,66,2400,0.263123556
1400,2,66,2600,0.111334244
1400,2,66,2800,0.019716871
1400,2,66,3000,0.003758018
1400,2,66,3200,0.065442046
